H3K	45.485800	-73.564000
H3L	45.552900	-73.675400
H3M	45.545900	-73.697900
H3N	45.533500	-73.646400
H3P	45.520900	-73.653000
H3R	45.518100	-73.654500
H3S	45.515500	-73.629200
H3T	45.511500	-73.616000
H3V	45.496500	-73.617700
H3W	45.498800	-73.644200
H3X	45.491500	-73.648300
H3Y	45.489000	-73.618000
H3Z	45.490900	-73.588500
H4A	45.478100	-73.625200
H4B	45.468100	-73.636000
H4C	45.478000	-73.592200
H4E	45.468000	-73.586300
H4G	45.464400	-73.579800
H4H	45.453200	-73.581800
H4J	45.535300	-73.723100
H4K	45.524800	-73.739200
H4L	45.526900	-73.697400
H4M	45.506700	-73.690600
H4N	45.532900	-73.680700
H4P	45.499100	-73.672200
H4R	45.514800	-73.730900
H4S	45.495800	-73.754000
H4T	45.495400	-73.679800
H4V	45.475500	-73.655500
H4W	45.478000	-73.670400
H4X	45.457500	-73.664900
H4Y	45.510300	-73.681800
H4Z	45.500300	-73.562100
H5A	45.503000	-73.567900
H5B	45.506600	-73.562300
H7A	45.673600	-73.591900
H7B	45.634600	-73.676900
H7C	45.617600	-73.663700
H7E	45.614200	-73.669000
H7G	45.556500	-73.679100
H7H	45.642900	-73.749400
H7J	45.683700	-73.672800
H7K	45.612100	-73.789800
H7L	45.630300	-73.780200
H7M	45.608900	-73.733100
H7N	45.577200	-73.700700
H7P	45.591700	-73.829300
H7R	45.548300	-73.857800
H7S	45.573200	-73.744400
H7T	45.556900	-73.748000
H7V	45.536400	-73.726700
H7W	45.549000	-73.764100
H7X	45.535900	-73.823100
H7Y	45.520900	-73.835400
H8N	45.455100	-73.608400
H8P	45.437100	-73.597900
H8R	45.447300	-73.655700
H8S	45.449600	-73.681100
H8T	45.464800	-73.719200
H8Y	45.514500	-73.816200
H8Z	45.513500	-73.838900
H9A	45.505500	-73.823000
H9B	45.493700	-73.813200
H9C	45.514100	-73.901200
H9E	45.510600	-73.910000
H9G	45.479400	-73.844600
H9H	45.487300	-73.863500
H9J	45.469000	-73.886200
H9K	45.464300	-73.893600
H9P	45.461700	-73.730500
H9R	45.474800	-73.820700
H9S	45.440900	-73.773300
H9W	45.440700	-73.872700
H9X	45.418000	-73.951500
J0A	45.699900	-72.003300
J0B	45.242000	-72.017700
J0C	45.991400	-72.321600
J0E	45.397300	-72.879700
J0G	46.066800	-72.804300
J0H	45.612500	-72.520500
J0J	45.078400	-73.029100
J0K	46.104000	-73.256000
J0L	45.731700	-73.279300
J0M	60.034200	-70.011800
J0N	45.718000	-73.635400
J0P	45.448700	-74.101500
J0R	45.837300	-74.138700
J0S	45.013100	-74.174400
J0T	46.263400	-74.768700
J0V	45.763100	-74.462400
J0W	46.701900	-75.437000
J0X	45.523400	-76.439200
J0Y	48.460600	-78.193600
J0Z	47.482200	-79.210200
J1A	45.156300	-71.809500
J1E	45.430100	-71.890100
J1G	45.403800	-71.885300
J1H	45.411700	-71.907400
J1J	45.424200	-71.918800
J1K	45.392800	-71.944100
J1L	45.405300	-71.938700
J1M	45.367200	-71.869200
J1N	45.381400	-71.982700
J1S	45.582000	-72.009400
J1T	45.780800	-71.934800
J1X	45.282000	-72.139000
J1Z	45.885200	-72.414000
J2A	45.845900	-72.440000
J2B	45.884500	-72.484100
J2C	45.909200	-72.480800
J2E	45.903700	-72.529700
J2G	45.410900	-72.710300
J2H	45.403600	-72.709700
J2J	45.391500	-72.779900
J2K	45.221400	-72.756700
J2L	45.316100	-72.650100
J2N	45.292500	-72.978000
J2R	45.648000	-73.005600
J2S	45.635200	-72.972600
J2T	45.641400	-72.924300
J2W	45.398800	-73.372300
J2X	45.316700	-73.233800
J2Y	45.317200	-73.334600
J3A	45.334000	-73.266200
J3B	45.323400	-73.266200
J3E	45.580600	-73.336000
J3G	45.546200	-73.233900
J3H	45.541300	-73.221500
J3L	45.469400	-73.289000
J3M	45.435500	-73.173800
J3N	45.535500	-73.271900
J3P	46.045000	-73.117200
J3R	46.047600	-73.126300
J3T	46.232600	-72.599500
J3V	45.539200	-73.359800
J3X	45.691100	-73.431200
J3Y	45.484100	-73.432900
J3Z	45.473200	-73.371600
J4B	45.568500	-73.423000
J4G	45.553500	-73.498700
J4H	45.542800	-73.508300
J4J	45.529000	-73.503900
J4K	45.528400	-73.524600
J4L	45.529100	-73.470800
J4M	45.544000	-73.450500
J4N	45.538200	-73.457700
J4P	45.499300	-73.515700
J4R	45.487600	-73.509200
J4S	45.483200	-73.506700
J4T	45.496600	-73.448100
J4V	45.492600	-73.447300
J4W	45.476900	-73.499200
J4X	45.456400	-73.493100
J4Y	45.460500	-73.465100
J4Z	45.481400	-73.464900
J5A	45.384000	-73.559100
J5B	45.402400	-73.537600
J5J	45.818400	-73.898300
J5K	45.733400	-74.130900
J5L	45.805200	-74.105100
J5M	45.852200	-73.757700
J5R	45.397300	-73.528400
J5T	45.905000	-73.259400
J5V	46.267500	-72.938200
J5W	45.831300	-73.423300
J5X	45.850800	-73.482400
J5Y	45.759900	-73.434300
J5Z	45.728900	-73.490700
J6A	45.713400	-73.477800
J6E	46.055100	-73.432000
J6J	45.394400	-73.749400
J6K	45.363100	-73.708500
J6N	45.357700	-73.785100
J6R	45.306300	-73.748000
J6S	45.278800	-74.142200
J6T	45.257100	-74.120000
J6V	45.700500	-73.529800
J6W	45.690800	-73.630800
J6X	45.698600	-73.663200
J6Y	45.699900	-73.811200
J6Z	45.669300	-73.748400
J7A	45.617900	-73.803800
J7B	45.646200	-73.809200
J7C	45.648800	-73.846600
J7E	45.631800	-73.826100
J7G	45.599900	-73.830100
J7H	45.620000	-73.856400
J7J	45.656300	-73.975300
J7K	45.755100	-73.595900
J7L	45.756700	-73.626300
J7M	45.791500	-73.755900
J7N	45.720000	-74.032700
J7P	45.561800	-73.888100
J7R	45.532100	-73.894000
J7T	45.313500	-74.057300
J7V	45.404200	-74.034000
